age,workclass,marital_status,occupation,race,sex,native_country,income
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-29,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
30-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
20-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
20-39,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,0
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,1
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,0
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,0
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,0
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,1
20-24,Private,Married-civ-spouse,Sales,White,Male,United-States,0
26,Private,Married-civ-spouse,Sales,White,Male,United-States,0
26,Private,Married-civ-spouse,Sales,White,Male,United-States,0
26,Private,Married-civ-spouse,Sales,White,Male,United-States,1
26,Private,Married-civ-spouse,Sales,White,Male,United-States,1
27,Private,Married-civ-spouse,Sales,White,Male,United-States,0
27,Private,Married-civ-spouse,Sales,White,Male,United-States,1
27,Private,Married-civ-spouse,Sales,White,Male,United-States,0
27,Private,Married-civ-spouse,Sales,White,Male,United-States,0
27,Private,Married-civ-spouse,Sales,White,Male,United-States,1
27,Private,Married-civ-spouse,Sales,White,Male,United-States,1
27,Private,Married-civ-spouse,Sales,White,Male,United-States,1
27,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,0
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,0
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,0
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
28,Private,Married-civ-spouse,Sales,White,Male,United-States,1
29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,0
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
30,Private,Married-civ-spouse,Sales,White,Male,North America,1
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,1
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,1
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
20-24,Private,Married-civ-spouse,Sales,White,Male,North America,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,1
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
25-29,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
33,Private,Married-civ-spouse,Sales,White,Male,United-States,1
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,1
33,Private,Married-civ-spouse,Sales,White,Male,United-States,1
33,Private,Married-civ-spouse,Sales,White,Male,United-States,1
34,Private,Married-civ-spouse,Sales,White,Male,North America,1
34,Private,Married-civ-spouse,Sales,White,Male,North America,0
34,Private,Married-civ-spouse,Sales,White,Male,North America,1
34,Private,Married-civ-spouse,Sales,White,Male,North America,1
34,Private,Married-civ-spouse,Sales,White,Male,North America,1
34,Private,Married-civ-spouse,Sales,White,Male,North America,1
34,Private,Married-civ-spouse,Sales,White,Male,North America,0
34,Private,Married-civ-spouse,Sales,White,Male,North America,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,0
35,Private,Married-civ-spouse,Sales,White,Male,United-States,0
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,0
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,0
35,Private,Married-civ-spouse,Sales,White,Male,United-States,0
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
35,Private,Married-civ-spouse,Sales,White,Male,United-States,0
35,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
36,Private,Married-civ-spouse,Sales,White,Male,United-States,1
37,Private,Married-civ-spouse,Sales,White,Male,United-States,0
37,Private,Married-civ-spouse,Sales,White,Male,United-States,1
37,Private,Married-civ-spouse,Sales,White,Male,United-States,1
37,Private,Married-civ-spouse,Sales,White,Male,United-States,1
37,Private,Married-civ-spouse,Sales,White,Male,United-States,1
37,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
38,Private,Married-civ-spouse,Sales,White,Male,United-States,0
38,Private,Married-civ-spouse,Sales,White,Male,United-States,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,0
39,Private,Married-civ-spouse,Sales,White,Male,North America,0
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,0
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
39,Private,Married-civ-spouse,Sales,White,Male,North America,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
40,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
31,Private,Married-civ-spouse,Sales,White,Male,United-States,1
31,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,1
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
32,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,1
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
33,Private,Married-civ-spouse,Sales,White,Male,United-States,0
34,Private,Married-civ-spouse,Sales,White,Male,United-States,1
